Huế Ngọc: Gọi chốt đơn mà bị thiếu mẫu 2 ngày 15 và 16 keu chị chụp mẫu gửi qua,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Thanh thảo: Màu xanh size mxxxxx,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thuy Lam: 1 size xl,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cherry Lâm: xxxxx 15P1 Đường Nguyễn Thị Tồn, Khu nhà ở Phừơng Bửu Hoà, phường Bửu Hoà, tp Biên Hoà, tỉnh Đồng Nai.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Linh Truong: dt:xxxxx , 146/18 lý thái tổ, tp. Quy nhơn, p. Quang trung, tỉnh bình định",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Huế Ngọc: Áo khoác màu cam và màu kem còn ko?,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thanh Trúc Nguyễn Ngọc: Set xanh này còn ko shop,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thanh thảo: Còn k e.chị lấy 1 áo màu trắngxxxxx,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huế Ngọc: Mã 15 là 149k mà e?,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Binh Phan: Phương ơi mẫu này còn ko hôm nay live comment mỏi tay mà ko nghe đọc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Thanh Trúc Nguyễn Ngọc: Đầm này còn gửi em với nha chị,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Binh Phan: Áo màu đen ,rêu",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 đơn 260k qần jean size S,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phuong Tram: Bên em còn giữ đồ bộ 120k ( đã ck) chuyển đi giúp chị free ship luôn nhé. Cảm ơn em.,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Thanh Trúc Nguyễn Ngọc: Shop kiểm tra giúp em áo này còn ko ạ,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thanh Trúc Nguyễn Ngọc: Chii kiểm tra giúp em set này còn ko ạ,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngọc Tài: Nước hoa vùng kín shop còn không ạ,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngọc Tài: Áo thun còn đen không shop,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngọc Tài: Áo đen và quần size M shop còn không ạ,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngọc Tài: Mã 02 size m còn không shop,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngọc Tài: Đầm đen và quần leging size M shop còn không ạ,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngọc Tài: Còn somi này không chị,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yen Nhi Nguyen: đầm đen m36 135k hom nay live  còn kg e,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngân Bella: Còn chân váy vs set bộ này ko c,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Huỳnh Quỳnh Trâm: E ơi các mã 71,72,75 còn sz M ko lấy c",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngọc Nguyễn: Còn mã 04 màu đỏ ko bạn,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngọc Nguyễn: Shop cho hỏi đầm mã .08 còn ko vậy,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trang Pham: Ok lấy mik 1s 1l 2 áo 1 chân váy nhé,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yen Nhi Nguyen: lay size M mẫu hoa nha e,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cao Linh Phượng: Luc nay tren live minh co dat quan jean 285k sz S do s,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thuy Lam: Dat cai quan jean size S,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoàng Trâm: Quần tây sz M,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quần 29 size 27,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thanh Ngọc: Quần M đen,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trang Pham: Mẫu quần này size L,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lê Minh Thư: Khoác da size M e nha.,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huế Ngọc: Thêm mẫu đầm hồng,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kim Phụng: Cho e dổi 1 cai quần den 220k thoi kèm voi hàng mới e mua dể dở phí ship ạ,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoàng Trâm: Áo màu xanh bơ nha,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huế Ngọc: Đầm hồng,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huế Ngọc: Này là set đỏ nha,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thanh Ngọc: Nước hoa mau hồng,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thanh thảo: Áo trắngxxxxx,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thanh thảo: Túi đen,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thanh thảo: Áo sơ mi đenxxxxx +số 60 quốc lộ 1 khóm 2 phường 7 tp.sóc trăng,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lý Huyền Trân: áo xanh 99k và quần 2x 90k ạ,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jullie Le: B ơi, set và áo khoác còn hàng k ạ?",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kính trong 135,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngọc Nguyễn: Áo mã 47.65k,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cherry Lâm: E ơi set ba chai nước hoa đầu live tối qua có bán ko e? Cho c giá nhé,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thanhhuong Do: Vay c lay hai nít bụng,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thanh Trúc Nguyễn Ngọc: Gửi em thêm set này chung với set chân váy đen trên live nha c,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kien Pham: Cho c them 2 cái áo này nha dồn voi đơn tối qua 2 áo ngực 36 voi 1 vét hồng sen á,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ha Tran: Ok zay c đặt 3 hộp mứt. E tổng bill gửi stk.c ck cho nha,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ha Tran: À có ak e.nhưng chốt đơn nước hoa khác ak.2 chai này c đặt thêm,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D/c : Zay c đặt 2 chai này nha.nhớ chai Versace là lấy chai màu xanh đậm nha e.,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Văn Thị Thúy Ngà: Vậy cho đặt 2 set caro nha em,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngọc Tài: 2 mẫu áo trắng này nha chị,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngân Bella: Và 1 chai nước hoa guci hồng,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thanh thảo: 1 quần tây đen size mxxxxx số 60 quốc lộ 1 khóm 2 phường 7 tp.sóc trăng,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thanh thảo: 1 quần tây đen size mxxxxx,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thanh thảo: 1 đầm hồng size mxxxxx địa chỉ số 60 quốc lộ 1 khóm 2 phường 7 tp.sóc trăng,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jullie Le: Bra 2 cái 2 màu nha b,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thanh Trúc Nguyễn Ngọc: 2 đầm này còn ko ạ,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngọc Tài: Những mẫu áo này bên mình còn mẫu nào vậy shop,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngọc Tài: Mây mẫu áo này shop còn không ạ,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thanh thảo: Kính còn k e,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cherry Lâm: E ơi set đầm body sọc đen trắng kèm khoác 165k còn ko e?,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kien Pham: Quần da còn ko e,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thuy Lam: Quan HM con k c,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thuy Lam: 2 áo bra màu kem size 34 ak c,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jullie Le: Bra với bộ đồ c.P mặc còn k e ơi,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jullie Le: Cho mình hỏi set váy và áo màu Phương mặc còn k ạ?,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ha Tran: Dubai xanh hết rồi hả e,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ha Tran: Nước hoa dubai xanh còn ko e,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ha Tran: 2 chai nước hoa này còn ko shop,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thanh thảo: Set và áo đá địa chỉ cũ nhe shop,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Thanh Ngọc: E oi trên live có đọc tênc cai áo dài mà sao trong bill k có,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ngọc Tài: E có báo với bạn chốt nước hoa gửi chung cái quần size s bên bạn hotline cho e,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ngọc Tài: Bữa e có nói bạn hotline đi chung với nước hoa cho e rồi mà shop,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Yen Nhi Nguyen: cả 2 cai đều rách phần ngực,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Quoc Michael: E ơi đơn vừa rồi thiếu của c 2 chai nước hoa guốc 99k,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jullie Le: Thanh toán đủ tiền nhưng k có hộp mứt,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ha Tran: Vs e kiểm tra dùm c đơn hàng trước của c gửi đi chưa ak e,mà c chốt trên tn nè,hơn 3 ngay òy chưa thay giao hàng ak e.đơn có hộp mứt ak e",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ngọc Nguyễn: Alo bạn .sao chưa thấy giao cho mình caro tím,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lê Minh Thư: Hôm giờ c có cái đơn áo khoác da,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ngọc Tài: Vậy bạn đó gửi nước hoa không gửi quần cho e hả shop,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ha Tran: Phí ship 3 hộp 50k hả e,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Cherry Lâm: E cho c đặt quần này sz 49ký 1.63m, áo len c đặt màu đen, nhớ là mà đen nha e",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Yen Nhi Nguyen: đầm hoa eo 74 , nguc 90 , mong 95 c vừa M kg e",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Quoc Michael: Quần 120,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Phạm Mỹ Duyên: Nếu mẫu váy trắng có ai xả size S thì lấy e lun nha,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngọc Tài: Quần này còn size 28 không shop,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngọc Tài: Quần này size 27 còn không shop,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngân Bella: Còn M ko ạ,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngọc Tài: Shop lấy cho mình áo ngực size 34 2 màu nha,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngọc Tài: Dạ đúng địa chỉ rồi ạ bạn xem có quần size M dư thì gửi cho mình luôn nha,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngọc Tài: Còn lấy e quần size 27 đi ạ địa chỉ cũ nha shop,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lệ Hằng: E lấy cái áo dai sz L nha,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trần Thị Ngọc Chung: Có áo dây dán ngực rút á lấy chị sie A 2 màu rồi gọp đơn củ  chị ck  bữa đi hàng cho chị luôn,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cherry Lâm: Cho c lấy đầm này szS nhé,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lý Huyền Trân: chốt dùm e 1 cái gen nịt bụng size xxl màu nude và 1 cái đầm body này ạ,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lê Minh Thư: C đặt đầm này size M,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lê Minh Thư: E ơi c đặt khoác da size M,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lê Minh Thư: C lấy set này với nịt đen S nữa nha.,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chân váy M,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hà Phương: C có quần sort màu nâu sz M, set đồ 175k vằn ngựa",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nhỏ Linh: Mình ck rồi, nhờ shop kiểm tra xog đi hết hàng cho mình nhé, gồm 1nịt bụg màu kem size S, 1 qần jean đùi size S, 1 áo sọc, 1 váy đen size S. Cảm ơn ạ!!!",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nhỏ Linh: Tổg của mình là 1 áo thun crop đen, 1 áo khoát size M, 1 qần size S. Đi đơn mình tới 47 phan chu trinh, phườg hải cảng, qui nhơn, bình định nhé.",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Huế Ngọc: Váy da đỏ s , có đọc tên",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huế Ngọc: Chị được đọc tên quần s rồi nha,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huế Ngọc: Chốt cho chị quần xanh s nha,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huế Ngọc: Áo đỏ và quần s,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huế Ngọc: Váy da  hồng size m nữa nha e,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huế Ngọc: Quần s,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huế Ngọc: Quần size s,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quần 29 size 27,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Đầm 31 vàng size M,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
đầm trắng L 215,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thanh Ngọc: Quân size M ( cả 2 mẫu ),0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Set vest đen M 199,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngọc Tài: Giữ dồn đơn cho mình leging size M nha shop để mình chốt thêm hàng,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngọc Tài: Chân váy size m e có để dồn đơn từ bữa trước,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngọc Tài: Với chân váy này size m dồn đơn ạ,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngọc Tài: Cái quần jean dài này size m nè c,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yen Nhi Nguyen: vay c vua M,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yen Nhi Nguyen: mã 06 va quần L c có chốt trên live nữa đó em,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yen Nhi Nguyen: vay L nha,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngân Bella: Hôm nay c có đặt quần 15 sz 28 nữa đó e,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thanh thảo: Áo sơmi mã 12 size mxxxxx,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kien Pham: Chán vay đã sizeL,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jullie Le: Bra sz 34 màu kem nữa ạ,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lý Huyền Trân: 1 cái nịt size xxl kem ạ,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Set mã 24 sz M 195,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mây Mây: Mã xịn size L nha e,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Đầm xanh mã 22 sz M 199k,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Đầm mã 18 sz M 139k,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hà Phương: Còn quần này S ko shop ơi,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hà Phương: Mình đặt thêm quần đen có khoá kéo 249k sz M đang live, dồn đơn cho mình đc ko b ơi, vừa mới gọi chốt đơn thôi!!!",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
